algo_name,hyperparameter_name,hyperparameter_value_exp,avg_reward
UCB,c,-4,-1.3074744
UCB,c,-4,-0.5406154
UCB,c,-4,1.325724
UCB,c,-4,2.0668974
UCB,c,-4,3.9304924
UCB,c,-4,-0.031220332
UCB,c,-4,2.5147963
UCB,c,-4,-0.5869672
UCB,c,-4,2.1927469
UCB,c,-4,4.7519617
UCB,c,-4,0.740578
UCB,c,-4,8.286833
UCB,c,-4,-1.0031257
UCB,c,-4,1.3828115
UCB,c,-4,2.8269455
UCB,c,-4,2.9106007
UCB,c,-4,0.52433854
UCB,c,-4,1.8883628
UCB,c,-4,1.2080526
UCB,c,-4,1.2439668
UCB,c,-4,3.4522262
UCB,c,-4,5.46995
UCB,c,-4,0.6124779
UCB,c,-4,7.694079
UCB,c,-4,3.5945363
UCB,c,-4,9.577571
UCB,c,-4,5.4637737
UCB,c,-4,0.07755604
UCB,c,-4,2.7128785
UCB,c,-4,0.9207428
UCB,c,-4,0.18448149
UCB,c,-4,0.57931083
UCB,c,-4,0.77334297
UCB,c,-4,-1.2475982
UCB,c,-4,1.5481892
UCB,c,-4,-0.2953154
UCB,c,-4,2.8529353
UCB,c,-4,3.830435
UCB,c,-4,1.816999
UCB,c,-4,6.5437455
UCB,c,-4,0.28276992
UCB,c,-4,-1.0791751
UCB,c,-4,1.8429943
UCB,c,-4,4.4565845
UCB,c,-4,5.4022217
UCB,c,-4,0.93987274
UCB,c,-4,2.1787553
UCB,c,-4,9.421589
UCB,c,-4,7.4555645
UCB,c,-4,5.6636677
UCB,c,-4,2.1789088
UCB,c,-4,6.3176923
UCB,c,-4,5.411455
UCB,c,-4,2.6481154
UCB,c,-4,3.38954
UCB,c,-4,3.570414
UCB,c,-4,0.45284444
UCB,c,-4,1.492045
UCB,c,-4,5.196138
UCB,c,-4,6.131401
UCB,c,-4,2.7382886
UCB,c,-4,0.38417968
UCB,c,-4,7.005115
UCB,c,-4,3.9082
UCB,c,-4,-0.60731107
UCB,c,-4,2.2024498
UCB,c,-4,4.7432995
UCB,c,-4,3.3345006
UCB,c,-4,7.10797
UCB,c,-4,1.4239498
UCB,c,-4,1.973314
UCB,c,-4,7.38718
UCB,c,-4,5.5677977
UCB,c,-4,0.5985441
UCB,c,-4,2.4632027
UCB,c,-4,-0.77007407
UCB,c,-4,1.4588447
UCB,c,-4,7.0666294
UCB,c,-4,3.0456681
UCB,c,-4,-1.2873747
UCB,c,-4,4.842042
UCB,c,-4,-0.09150844
UCB,c,-4,1.4648012
UCB,c,-4,0.88585836
UCB,c,-4,4.908761
UCB,c,-4,4.2009587
UCB,c,-4,1.5281744
UCB,c,-4,1.3956295
UCB,c,-4,3.9324481
UCB,c,-4,-0.11536924
UCB,c,-4,6.7979374
UCB,c,-4,3.2143116
UCB,c,-4,2.5924702
UCB,c,-4,3.19349
UCB,c,-4,0.76049155
UCB,c,-4,-0.28532332
UCB,c,-4,3.1489315
UCB,c,-4,6.77381
UCB,c,-4,1.9412684
UCB,c,-4,1.8972616
UCB,c,-4,2.6286802
UCB,c,-4,5.49058
UCB,c,-4,2.9509072
UCB,c,-4,2.6733403
UCB,c,-4,0.4739264
UCB,c,-4,4.2242036
UCB,c,-4,1.4466366
UCB,c,-4,1.194948
UCB,c,-4,2.68461
UCB,c,-4,2.9409447
UCB,c,-4,2.1379967
UCB,c,-4,2.1869285
UCB,c,-4,3.582615
UCB,c,-4,0.29867926
UCB,c,-4,0.4724742
UCB,c,-4,3.157866
UCB,c,-4,0.48416615
UCB,c,-4,0.9403849
UCB,c,-4,3.715703
UCB,c,-4,3.0682907
UCB,c,-4,0.29166508
UCB,c,-4,-0.044036884
UCB,c,-4,2.026882
UCB,c,-4,1.3247863
UCB,c,-4,0.9416993
UCB,c,-4,2.182084
UCB,c,-4,5.513937
UCB,c,-4,3.2741597
UCB,c,-4,2.7122169
UCB,c,-4,4.3021955
UCB,c,-4,6.546569
UCB,c,-4,5.388085
UCB,c,-4,3.5992641
UCB,c,-4,3.270922
UCB,c,-4,5.872803
UCB,c,-4,0.8775098
UCB,c,-4,0.15784435
UCB,c,-4,4.6624265
UCB,c,-4,0.96278244
UCB,c,-4,3.8565278
UCB,c,-4,0.09337172
UCB,c,-4,0.80311656
UCB,c,-4,1.2761006
UCB,c,-4,2.7939491
UCB,c,-4,6.0161376
UCB,c,-4,-0.23512094
UCB,c,-4,5.026008
UCB,c,-4,1.7229564
UCB,c,-4,1.0824997
UCB,c,-4,0.26699814
UCB,c,-4,-0.5527936
UCB,c,-4,3.2295
UCB,c,-4,2.6556027
UCB,c,-4,1.9087343
UCB,c,-4,-0.62107736
UCB,c,-4,1.2430182
UCB,c,-4,-0.25398406
UCB,c,-4,1.0077684
UCB,c,-4,2.7015157
UCB,c,-4,0.60616857
UCB,c,-4,2.423097
UCB,c,-4,0.6215056
UCB,c,-4,0.666994
UCB,c,-4,3.0977042
UCB,c,-4,0.7214869
UCB,c,-4,3.0604057
UCB,c,-4,-0.56534314
UCB,c,-4,1.818804
UCB,c,-4,1.5608381
UCB,c,-4,6.72731
UCB,c,-4,1.8818944
UCB,c,-4,3.524373
UCB,c,-4,1.9693081
UCB,c,-4,2.7567275
UCB,c,-4,3.4424481
UCB,c,-4,1.715594
UCB,c,-4,-0.6595693
UCB,c,-4,4.2934017
UCB,c,-4,3.7362106
UCB,c,-4,3.049185
UCB,c,-4,-0.16579758
UCB,c,-4,4.1060414
UCB,c,-4,3.8850389
UCB,c,-4,-0.74854094
UCB,c,-4,0.50150865
UCB,c,-4,1.17588
UCB,c,-4,-0.72362274
UCB,c,-4,4.111325
UCB,c,-4,6.029231
UCB,c,-4,6.9019732
UCB,c,-4,3.4951382
UCB,c,-4,8.1886635
UCB,c,-4,2.3685465
UCB,c,-4,3.8654044
UCB,c,-4,8.737067
UCB,c,-4,6.92108
UCB,c,-4,2.3151097
UCB,c,-4,-0.63058543
UCB,c,-4,4.569743
UCB,c,-4,7.185313
UCB,c,-4,2.0922744
UCB,c,-4,3.0591962
UCB,c,-4,2.4285567
UCB,c,-4,3.6244586
UCB,c,-4,0.26438585
UCB,c,-4,4.2555003
UCB,c,-4,6.9413557
UCB,c,-4,1.646585
UCB,c,-4,7.5121365
UCB,c,-4,3.3673394
UCB,c,-4,-1.1137103
UCB,c,-4,2.1744902
UCB,c,-4,3.9806023
UCB,c,-4,2.229499
UCB,c,-4,-0.031583544
UCB,c,-4,3.6392465
UCB,c,-4,1.6187353
UCB,c,-4,3.4694803
UCB,c,-4,6.0775986
UCB,c,-4,4.0081663
UCB,c,-4,5.378135
UCB,c,-4,5.0580726
UCB,c,-4,2.4711874
UCB,c,-4,1.0784482
UCB,c,-4,0.8878751
UCB,c,-4,2.7079074
UCB,c,-4,5.254717
UCB,c,-4,3.862478
UCB,c,-4,2.7904506
UCB,c,-4,0.82405406
UCB,c,-4,1.278341
UCB,c,-4,2.3865042
UCB,c,-4,3.3974288
UCB,c,-4,0.40927547
UCB,c,-4,5.087331
UCB,c,-4,1.9951291
UCB,c,-4,4.020677
UCB,c,-4,1.1976572
UCB,c,-4,2.6146169
UCB,c,-4,-1.1597216
UCB,c,-4,1.5513612
UCB,c,-4,1.4043134
UCB,c,-4,6.2909727
UCB,c,-4,1.7413747
UCB,c,-4,4.1328645
UCB,c,-4,5.3825226
UCB,c,-4,1.475625
UCB,c,-4,0.22403523
UCB,c,-4,5.734987
UCB,c,-4,0.5786485
UCB,c,-4,3.697345
UCB,c,-4,-0.1461997
UCB,c,-4,4.988573
UCB,c,-4,6.7829857
UCB,c,-4,6.7324924
UCB,c,-4,-1.0681728
UCB,c,-4,0.4867043
UCB,c,-4,-0.6862962
UCB,c,-4,7.0635715
UCB,c,-4,0.9786884
UCB,c,-4,0.6527537
UCB,c,-4,1.8542699
UCB,c,-4,2.2499094
UCB,c,-4,2.8451385
UCB,c,-4,2.4241967
UCB,c,-4,0.14736812
UCB,c,-4,3.4541562
UCB,c,-4,6.916894
UCB,c,-4,2.7443314
UCB,c,-4,1.5152266
UCB,c,-4,1.0836172
UCB,c,-4,5.1317763
UCB,c,-4,4.004793
UCB,c,-4,-0.64145666
UCB,c,-4,1.9561033
UCB,c,-4,9.318531
UCB,c,-4,3.587311
UCB,c,-4,3.9431365
UCB,c,-4,4.0479517
UCB,c,-4,2.2181442
UCB,c,-4,1.3452884
UCB,c,-4,2.1797817
UCB,c,-4,0.46703336
UCB,c,-4,5.4018517
UCB,c,-4,2.0276997
UCB,c,-4,-0.13056421
UCB,c,-4,-0.53954744
UCB,c,-4,3.4105756
UCB,c,-4,7.559585
UCB,c,-4,1.7836072
UCB,c,-4,3.5596187
UCB,c,-4,-0.3814475
UCB,c,-4,5.943005
UCB,c,-4,1.317349
UCB,c,-4,6.01712
UCB,c,-4,3.05254
UCB,c,-4,8.593711
UCB,c,-4,2.224034
UCB,c,-4,-0.545564
UCB,c,-4,4.956556
UCB,c,-4,5.427421
UCB,c,-4,1.9468541
UCB,c,-4,0.34827495
UCB,c,-4,-0.6712397
UCB,c,-4,5.985709
UCB,c,-4,5.847179
UCB,c,-4,4.246116
UCB,c,-4,5.227733
UCB,c,-4,3.8178713
UCB,c,-4,5.873087
UCB,c,-4,-1.0039026
UCB,c,-4,1.005294
UCB,c,-4,0.30571973
UCB,c,-4,7.8125577
UCB,c,-4,1.6687714
UCB,c,-4,-0.25929075
UCB,c,-4,2.0103805
UCB,c,-4,3.643147
UCB,c,-4,0.6323817
UCB,c,-4,1.134753
UCB,c,-4,0.16428113
UCB,c,-4,1.629201
UCB,c,-4,8.214505
UCB,c,-4,2.920671
UCB,c,-4,5.4183464
UCB,c,-4,5.2167087
UCB,c,-4,2.4629426
UCB,c,-4,1.802325
UCB,c,-4,0.32582498
UCB,c,-4,1.1821966
UCB,c,-4,1.6101499
UCB,c,-4,1.8213878
UCB,c,-4,4.9206133
UCB,c,-4,0.75415206
UCB,c,-4,2.9953818
UCB,c,-4,2.3940427
UCB,c,-4,9.210545
UCB,c,-4,-0.34502095
UCB,c,-4,-0.42659274
UCB,c,-4,1.2116371
UCB,c,-4,3.3510413
UCB,c,-4,1.5919813
UCB,c,-4,4.317663
UCB,c,-4,0.37629014
UCB,c,-4,4.6144814
UCB,c,-4,2.6540213
UCB,c,-4,3.2329118
UCB,c,-4,1.4803127
UCB,c,-4,2.5631397
UCB,c,-4,4.5545955
UCB,c,-4,2.883778
UCB,c,-4,3.0922024
UCB,c,-4,-1.7238309
UCB,c,-4,4.987317
UCB,c,-4,7.9596643
UCB,c,-4,7.848811
UCB,c,-4,2.648129
UCB,c,-4,4.8233047
UCB,c,-4,4.611126
UCB,c,-4,0.125101
UCB,c,-4,1.8933334
UCB,c,-4,4.861433
UCB,c,-4,0.73046064
UCB,c,-4,5.313373
UCB,c,-4,7.618477
UCB,c,-4,2.6723428
UCB,c,-4,4.375191
UCB,c,-4,6.8392034
UCB,c,-4,0.9740268
UCB,c,-4,1.5699238
UCB,c,-4,4.0686574
UCB,c,-4,-0.7029955
UCB,c,-4,3.4148674
UCB,c,-4,1.2319573
UCB,c,-4,6.684831
UCB,c,-4,4.442111
UCB,c,-4,0.3491573
UCB,c,-4,-1.1293795
UCB,c,-4,5.298894
UCB,c,-4,1.4427267
UCB,c,-4,2.9613788
UCB,c,-4,1.5752081
UCB,c,-4,-1.3850648
UCB,c,-4,2.6037443
UCB,c,-4,4.380194
UCB,c,-4,6.485357
UCB,c,-4,-0.44111243
UCB,c,-4,6.8726664
UCB,c,-4,0.8639779
UCB,c,-4,3.656474
UCB,c,-4,6.1402974
UCB,c,-4,2.7106147
UCB,c,-4,0.35769716
UCB,c,-4,-0.0013541993
UCB,c,-4,0.7865637
UCB,c,-4,3.8313034
UCB,c,-4,-0.36327866
UCB,c,-4,-0.30175734
UCB,c,-4,1.22641
UCB,c,-4,9.09957
UCB,c,-4,-0.3464836
UCB,c,-4,3.671825
UCB,c,-4,2.4260921
UCB,c,-4,0.034121484
UCB,c,-4,2.1995666
UCB,c,-4,0.59693545
UCB,c,-4,1.5923809
UCB,c,-4,-0.93657655
UCB,c,-4,2.8637288
UCB,c,-4,4.271151
UCB,c,-4,1.2723352
UCB,c,-4,6.4038506
UCB,c,-4,4.710029
UCB,c,-4,3.4240022
UCB,c,-4,4.537238
UCB,c,-4,-1.2790138
UCB,c,-4,-0.06217219
UCB,c,-4,-0.39313695
UCB,c,-4,2.73575
UCB,c,-4,2.0186696
UCB,c,-4,9.135438
UCB,c,-4,1.0102168
UCB,c,-4,-1.9835085
UCB,c,-4,0.99609476
UCB,c,-4,4.5932813
UCB,c,-4,0.7127633
UCB,c,-4,6.7761455
UCB,c,-4,0.008305879
UCB,c,-4,4.6173763
UCB,c,-4,0.9978164
UCB,c,-4,7.100075
UCB,c,-4,0.66763234
UCB,c,-4,2.1106544
UCB,c,-4,2.6309175
UCB,c,-4,3.785634
UCB,c,-4,4.336497
UCB,c,-4,0.7635391
UCB,c,-4,6.2345915
UCB,c,-4,-0.0007716406
UCB,c,-4,8.958875
UCB,c,-4,1.2131729
UCB,c,-4,7.723405
UCB,c,-4,0.6562482
UCB,c,-4,8.741899
UCB,c,-4,1.1010216
UCB,c,-4,9.613557
UCB,c,-4,6.3732157
UCB,c,-4,7.5481167
UCB,c,-4,2.9536176
UCB,c,-4,0.8708536
UCB,c,-4,3.4535437
UCB,c,-4,3.1178157
UCB,c,-4,-0.25772876
UCB,c,-4,4.5131783
UCB,c,-4,3.9544082
UCB,c,-4,2.0192394
UCB,c,-4,6.3280725
UCB,c,-4,2.4982157
UCB,c,-4,3.7981482
UCB,c,-4,-0.5582931
UCB,c,-4,1.4221891
UCB,c,-4,3.1350682
UCB,c,-4,4.25175
UCB,c,-4,6.471785
UCB,c,-4,3.078854
UCB,c,-4,-0.09225055
UCB,c,-4,6.542478
UCB,c,-4,0.8037211
UCB,c,-4,4.01761
UCB,c,-4,1.138013
UCB,c,-4,5.8269114
UCB,c,-4,-0.84259146
UCB,c,-4,6.515042
UCB,c,-4,2.6638393
UCB,c,-4,3.8958082
UCB,c,-4,2.8403168
UCB,c,-4,2.0008693
UCB,c,-4,3.316767
UCB,c,-4,6.854549
UCB,c,-4,-0.90269846
UCB,c,-4,2.4509704
UCB,c,-4,2.9924524
UCB,c,-4,2.3252566
UCB,c,-4,6.8298454
UCB,c,-4,5.736442
UCB,c,-4,1.4476811
UCB,c,-3,1.9209673
UCB,c,-3,-0.38733467
UCB,c,-3,1.0616213
UCB,c,-3,1.5337164
UCB,c,-3,-0.3479231
UCB,c,-3,1.2746116
UCB,c,-3,4.5146556
UCB,c,-3,7.5695214
UCB,c,-3,0.3324051
UCB,c,-3,2.9390063
UCB,c,-3,7.2054744
UCB,c,-3,7.4462276
UCB,c,-3,6.45199
UCB,c,-3,-1.8189763
UCB,c,-3,0.05366334
UCB,c,-3,6.4265227
UCB,c,-3,-0.33913958
UCB,c,-3,-2.0434763
UCB,c,-3,5.330342
UCB,c,-3,5.4301324
UCB,c,-3,1.8848462
UCB,c,-3,0.6494829
UCB,c,-3,4.2971077
UCB,c,-3,1.2497939
UCB,c,-3,0.005280547
UCB,c,-3,4.9095926
UCB,c,-3,0.2129449
UCB,c,-3,0.0967532
UCB,c,-3,8.28161
UCB,c,-3,8.850655
UCB,c,-3,5.357562
UCB,c,-3,2.9272377
UCB,c,-3,2.3255372
UCB,c,-3,0.71576744
UCB,c,-3,1.3784171
UCB,c,-3,3.8085377
UCB,c,-3,1.7218416
UCB,c,-3,3.05643
UCB,c,-3,3.1300979
UCB,c,-3,2.944762
UCB,c,-3,3.7080774
UCB,c,-3,7.4505186
UCB,c,-3,5.7078905
UCB,c,-3,3.5088
UCB,c,-3,2.4375794
UCB,c,-3,1.3496975
UCB,c,-3,3.8366413
UCB,c,-3,3.578882
UCB,c,-3,1.0900093
UCB,c,-3,2.1125243
UCB,c,-3,7.9518414
UCB,c,-3,1.5963017
UCB,c,-3,-0.36683533
UCB,c,-3,0.7658607
UCB,c,-3,3.2768698
UCB,c,-3,0.8653628
UCB,c,-3,-0.25228676
UCB,c,-3,0.90163803
UCB,c,-3,-0.36891663
UCB,c,-3,3.00605
UCB,c,-3,4.4068995
UCB,c,-3,3.7612774
UCB,c,-3,0.5134809
UCB,c,-3,0.5150054
UCB,c,-3,2.424467
UCB,c,-3,6.1166725
UCB,c,-3,5.620682
UCB,c,-3,4.1035666
UCB,c,-3,3.6122282
UCB,c,-3,4.9001026
UCB,c,-3,2.6188338
UCB,c,-3,2.4706
UCB,c,-3,3.5780768
UCB,c,-3,0.33605772
UCB,c,-3,0.82271737
UCB,c,-3,-0.7108686
UCB,c,-3,1.5153987
UCB,c,-3,0.9656036
UCB,c,-3,1.5496575
UCB,c,-3,7.6296563
UCB,c,-3,0.7423103
UCB,c,-3,0.9428283
UCB,c,-3,1.9475492
UCB,c,-3,4.395979
UCB,c,-3,1.1241635
UCB,c,-3,0.021317188
UCB,c,-3,7.71796
UCB,c,-3,1.3561759
UCB,c,-3,0.71422565
UCB,c,-3,1.8845745
UCB,c,-3,0.09298336
UCB,c,-3,1.1727589
UCB,c,-3,5.21579
UCB,c,-3,-0.44070852
UCB,c,-3,7.9561887
UCB,c,-3,-1.7128584
UCB,c,-3,2.9765482
UCB,c,-3,-0.63269895
UCB,c,-3,0.980614
UCB,c,-3,1.3739122
UCB,c,-3,6.10057
UCB,c,-3,-1.2861524
UCB,c,-3,3.5400531
UCB,c,-3,4.6645093
UCB,c,-3,7.6303988
UCB,c,-3,5.880349
UCB,c,-3,3.6756532
UCB,c,-3,0.5717979
UCB,c,-3,5.3026676
UCB,c,-3,4.1488514
UCB,c,-3,1.5669945
UCB,c,-3,2.0424297
UCB,c,-3,1.8841641
UCB,c,-3,1.0508095
UCB,c,-3,1.3168316
UCB,c,-3,0.9512956
UCB,c,-3,3.1818256
UCB,c,-3,1.1412458
UCB,c,-3,1.3489975
UCB,c,-3,6.368982
UCB,c,-3,0.9147017
UCB,c,-3,2.849305
UCB,c,-3,2.484431
UCB,c,-3,0.04622742
UCB,c,-3,0.6103725
UCB,c,-3,6.3941846
UCB,c,-3,0.6226724
UCB,c,-3,3.2446287
UCB,c,-3,3.8171778
UCB,c,-3,0.8379577
UCB,c,-3,1.1446642
UCB,c,-3,7.5468755
UCB,c,-3,0.09970627
UCB,c,-3,7.0562215
UCB,c,-3,0.05895793
UCB,c,-3,0.7940829
UCB,c,-3,1.4630203
UCB,c,-3,0.8731918
UCB,c,-3,2.3137782
UCB,c,-3,1.7955968
UCB,c,-3,0.20325844
UCB,c,-3,-1.2098328
UCB,c,-3,3.832333
UCB,c,-3,0.051743202
UCB,c,-3,-0.5782896
UCB,c,-3,6.5768137
UCB,c,-3,-0.1726857
UCB,c,-3,0.29539973
UCB,c,-3,3.6631129
UCB,c,-3,9.142744
UCB,c,-3,1.4432534
UCB,c,-3,2.5944881
UCB,c,-3,2.1138072
UCB,c,-3,10.2436695
UCB,c,-3,4.017827
UCB,c,-3,5.6756744
UCB,c,-3,1.6324207
UCB,c,-3,5.639316
UCB,c,-3,0.3234643
UCB,c,-3,0.4919282
UCB,c,-3,9.259662
UCB,c,-3,11.41662
UCB,c,-3,2.5820541
UCB,c,-3,2.88843
UCB,c,-3,-0.27272773
UCB,c,-3,-0.31433922
UCB,c,-3,0.3445137
UCB,c,-3,3.3246684
UCB,c,-3,-0.3886221
UCB,c,-3,3.2899125
UCB,c,-3,-0.55313885
UCB,c,-3,4.5273786
UCB,c,-3,3.5484014
UCB,c,-3,5.853185
UCB,c,-3,0.9819986
UCB,c,-3,4.4256806
UCB,c,-3,5.932526
UCB,c,-3,6.3334837
UCB,c,-3,10.013992
UCB,c,-3,4.6669354
UCB,c,-3,1.3195626
UCB,c,-3,-0.2704621
UCB,c,-3,2.3365734
UCB,c,-3,6.0693088
UCB,c,-3,-1.161461
UCB,c,-3,3.6814005
UCB,c,-3,5.483282
UCB,c,-3,5.9642262
UCB,c,-3,4.2877154
UCB,c,-3,0.18352
UCB,c,-3,0.5033705
UCB,c,-3,3.3358169
UCB,c,-3,1.8753132
UCB,c,-3,2.8642526
UCB,c,-3,2.760499
UCB,c,-3,0.18952559
UCB,c,-3,6.1787224
UCB,c,-3,6.4995894
UCB,c,-3,1.6221914
UCB,c,-3,1.6459919
UCB,c,-3,7.128554
UCB,c,-3,-0.90054065
UCB,c,-3,-0.085019246
UCB,c,-3,7.2917576
UCB,c,-3,2.6493464
UCB,c,-3,5.027075
UCB,c,-3,1.2620918
UCB,c,-3,0.7374583
UCB,c,-3,3.4314597
UCB,c,-3,-0.62869686
UCB,c,-3,-0.06707094
UCB,c,-3,2.8588734
UCB,c,-3,6.9285316
UCB,c,-3,3.743705
UCB,c,-3,-0.64395297
UCB,c,-3,3.987673
UCB,c,-3,0.32002982
UCB,c,-3,1.1079047
UCB,c,-3,3.8919408
UCB,c,-3,0.9714778
UCB,c,-3,5.136228
UCB,c,-3,2.094823
UCB,c,-3,2.0209098
UCB,c,-3,3.669443
UCB,c,-3,2.7758925
UCB,c,-3,1.1811996
UCB,c,-3,3.5429382
UCB,c,-3,6.2854786
UCB,c,-3,-0.13193575
UCB,c,-3,5.154067
UCB,c,-3,2.1997004
UCB,c,-3,2.8649926
UCB,c,-3,2.4499884
UCB,c,-3,5.5638504
UCB,c,-3,0.26433778
UCB,c,-3,2.0849144
UCB,c,-3,5.6665125
UCB,c,-3,4.155868
UCB,c,-3,1.0346763
UCB,c,-3,-0.22296777
UCB,c,-3,-0.071084574
UCB,c,-3,5.0175853
UCB,c,-3,0.14129452
UCB,c,-3,2.6550229
UCB,c,-3,4.6480126
UCB,c,-3,5.0276275
UCB,c,-3,1.650535
UCB,c,-3,2.1069882
UCB,c,-3,5.9586973
UCB,c,-3,1.661924
UCB,c,-3,3.83477
UCB,c,-3,4.4209523
UCB,c,-3,1.2891189
UCB,c,-3,-0.10438375
UCB,c,-3,1.2838562
UCB,c,-3,0.48691773
UCB,c,-3,-0.7395731
UCB,c,-3,3.2475731
UCB,c,-3,3.7510865
UCB,c,-3,4.666854
UCB,c,-3,3.2482243
UCB,c,-3,5.2048354
UCB,c,-3,4.7578926
UCB,c,-3,2.139459
UCB,c,-3,2.1698568
UCB,c,-3,5.9294257
UCB,c,-3,-0.24786758
UCB,c,-3,3.8488631
UCB,c,-3,4.457895
UCB,c,-3,6.4922943
UCB,c,-3,0.76056796
UCB,c,-3,3.001465
UCB,c,-3,1.430645
UCB,c,-3,-0.3472521
UCB,c,-3,3.59192
UCB,c,-3,1.5193069
UCB,c,-3,4.6674457
UCB,c,-3,2.2938113
UCB,c,-3,1.0429304
UCB,c,-3,4.4614096
UCB,c,-3,1.6028339
UCB,c,-3,3.86417
UCB,c,-3,0.66654235
UCB,c,-3,2.2518666
UCB,c,-3,3.2979422
UCB,c,-3,0.98366666
UCB,c,-3,2.67429
UCB,c,-3,1.7234559
UCB,c,-3,0.5178399
UCB,c,-3,10.79272
UCB,c,-3,6.2405577
UCB,c,-3,1.1310515
UCB,c,-3,2.732134
UCB,c,-3,4.934574
UCB,c,-3,1.9867194
UCB,c,-3,4.430748
UCB,c,-3,4.5826454
UCB,c,-3,4.3305874
UCB,c,-3,1.224585
UCB,c,-3,6.2280135
UCB,c,-3,6.5970836
UCB,c,-3,-1.5097197
UCB,c,-3,2.4418385
UCB,c,-3,3.3337715
UCB,c,-3,3.523993
UCB,c,-3,3.6783023
UCB,c,-3,1.2071912
UCB,c,-3,2.0541081
UCB,c,-3,0.39523453
UCB,c,-3,0.39138806
UCB,c,-3,2.4213989
UCB,c,-3,4.260808
UCB,c,-3,2.0100822
UCB,c,-3,3.9930224
UCB,c,-3,3.1884332
UCB,c,-3,6.0422244
UCB,c,-3,1.5058663
UCB,c,-3,4.215273
UCB,c,-3,0.044480782
UCB,c,-3,5.374985
UCB,c,-3,-0.6858596
UCB,c,-3,7.9825926
UCB,c,-3,2.3985097
UCB,c,-3,0.65984476
UCB,c,-3,2.021476
UCB,c,-3,0.046918087
UCB,c,-3,0.07987034
UCB,c,-3,6.540056
UCB,c,-3,-1.1023685
UCB,c,-3,3.8495035
UCB,c,-3,6.451592
UCB,c,-3,1.59279
UCB,c,-3,5.1617885
UCB,c,-3,5.6605883
UCB,c,-3,-1.3339553
UCB,c,-3,2.2038794
UCB,c,-3,2.5528352
UCB,c,-3,0.11354916
UCB,c,-3,2.839362
UCB,c,-3,0.7375192
UCB,c,-3,4.9074593
UCB,c,-3,0.062380724
UCB,c,-3,2.5860584
UCB,c,-3,3.8656843
UCB,c,-3,1.319871
UCB,c,-3,1.8794125
UCB,c,-3,0.86449945
UCB,c,-3,1.2082556
UCB,c,-3,-0.16205476
UCB,c,-3,2.7987063
UCB,c,-3,8.810606
UCB,c,-3,3.8104513
UCB,c,-3,0.23748867
UCB,c,-3,7.6341
UCB,c,-3,-1.2843435
UCB,c,-3,1.7534767
UCB,c,-3,0.26657492
UCB,c,-3,3.0503147
UCB,c,-3,4.3211
UCB,c,-3,2.5330813
UCB,c,-3,5.289967
UCB,c,-3,-2.0972219
UCB,c,-3,6.07739
UCB,c,-3,-0.14541554
UCB,c,-3,-0.78491986
UCB,c,-3,2.3251839
UCB,c,-3,3.293303
UCB,c,-3,1.1796384
UCB,c,-3,0.67116374
UCB,c,-3,4.196065
UCB,c,-3,-0.86164653
UCB,c,-3,-0.34682003
UCB,c,-3,1.152726
UCB,c,-3,4.306504
UCB,c,-3,7.5633945
UCB,c,-3,2.1080558
UCB,c,-3,7.77052
UCB,c,-3,4.4582005
UCB,c,-3,4.33889
UCB,c,-3,2.7867312
UCB,c,-3,5.876695
UCB,c,-3,2.2727225
UCB,c,-3,-0.7462534
UCB,c,-3,-0.00017703125
UCB,c,-3,4.687738
UCB,c,-3,-0.54856294
UCB,c,-3,4.2894573
UCB,c,-3,4.614741
UCB,c,-3,1.7363747
UCB,c,-3,2.5208786
UCB,c,-3,2.1323812
UCB,c,-3,0.9023295
UCB,c,-3,2.5304306
UCB,c,-3,8.296565
UCB,c,-3,2.78081
UCB,c,-3,5.5612254
UCB,c,-3,1.995222
UCB,c,-3,4.5466557
UCB,c,-3,0.16763215
UCB,c,-3,5.3409863
UCB,c,-3,0.88584656
UCB,c,-3,3.4365811
UCB,c,-3,0.0769091
UCB,c,-3,4.1200895
UCB,c,-3,-0.24189356
UCB,c,-3,0.5709819
UCB,c,-3,2.9537187
UCB,c,-3,7.2122
UCB,c,-3,3.0037775
UCB,c,-3,0.77018464
UCB,c,-3,2.5263798
UCB,c,-3,6.28978
UCB,c,-3,2.1017036
UCB,c,-3,1.1544346
UCB,c,-3,4.3112626
UCB,c,-3,5.387757
UCB,c,-3,1.8935412
UCB,c,-3,-0.5455637
UCB,c,-3,1.8182981
UCB,c,-3,-0.12660095
UCB,c,-3,1.1404048
UCB,c,-3,1.5891684
UCB,c,-3,6.387521
UCB,c,-3,0.022580625
UCB,c,-3,0.5380943
UCB,c,-3,6.1522737
UCB,c,-3,2.714135
UCB,c,-3,2.157835
UCB,c,-3,-0.56027776
UCB,c,-3,1.9305221
UCB,c,-3,0.5745824
UCB,c,-3,1.1817983
UCB,c,-3,4.8010325
UCB,c,-3,1.7462002
UCB,c,-3,0.6575467
UCB,c,-3,6.9626613
UCB,c,-3,-0.7263229
UCB,c,-3,1.568257
UCB,c,-3,4.319905
UCB,c,-3,0.17981151
UCB,c,-3,4.9300356
UCB,c,-3,2.2786283
UCB,c,-3,0.3926065
UCB,c,-3,0.78002757
UCB,c,-3,3.1443732
UCB,c,-3,2.9923613
UCB,c,-3,3.7435439
UCB,c,-3,5.399425
UCB,c,-3,4.11238
UCB,c,-3,0.7384228
UCB,c,-3,5.752335
UCB,c,-3,9.427433
UCB,c,-3,4.910794
