algo_name,hyperparameter_name,hyperparameter_value_exp,avg_reward
sample average $\epsilon$-greedy,epsilon,-7,5.738339
sample average $\epsilon$-greedy,epsilon,-7,5.4256935
sample average $\epsilon$-greedy,epsilon,-7,2.8825707
sample average $\epsilon$-greedy,epsilon,-7,6.2813835
sample average $\epsilon$-greedy,epsilon,-7,4.777324
sample average $\epsilon$-greedy,epsilon,-7,11.253938
sample average $\epsilon$-greedy,epsilon,-7,6.8794045
sample average $\epsilon$-greedy,epsilon,-7,9.65443
sample average $\epsilon$-greedy,epsilon,-7,3.1256068
sample average $\epsilon$-greedy,epsilon,-7,5.962464
sample average $\epsilon$-greedy,epsilon,-7,5.2993727
sample average $\epsilon$-greedy,epsilon,-7,2.3547394
sample average $\epsilon$-greedy,epsilon,-7,4.2740145
sample average $\epsilon$-greedy,epsilon,-7,-0.61434424
sample average $\epsilon$-greedy,epsilon,-7,6.8350463
sample average $\epsilon$-greedy,epsilon,-7,3.5624785
sample average $\epsilon$-greedy,epsilon,-7,2.5617719
sample average $\epsilon$-greedy,epsilon,-7,6.7587223
sample average $\epsilon$-greedy,epsilon,-7,3.9519024
sample average $\epsilon$-greedy,epsilon,-7,4.17715
sample average $\epsilon$-greedy,epsilon,-7,3.1543827
sample average $\epsilon$-greedy,epsilon,-7,-0.12288609
sample average $\epsilon$-greedy,epsilon,-7,4.8382463
sample average $\epsilon$-greedy,epsilon,-7,2.6172533
sample average $\epsilon$-greedy,epsilon,-7,5.7188563
sample average $\epsilon$-greedy,epsilon,-7,6.9812036
sample average $\epsilon$-greedy,epsilon,-7,7.0865827
sample average $\epsilon$-greedy,epsilon,-7,6.5798473
sample average $\epsilon$-greedy,epsilon,-7,7.067418
sample average $\epsilon$-greedy,epsilon,-7,7.492761
sample average $\epsilon$-greedy,epsilon,-7,8.536127
sample average $\epsilon$-greedy,epsilon,-7,6.468501
sample average $\epsilon$-greedy,epsilon,-7,4.5440454
sample average $\epsilon$-greedy,epsilon,-7,9.758735
sample average $\epsilon$-greedy,epsilon,-7,11.580728
sample average $\epsilon$-greedy,epsilon,-7,4.7525597
sample average $\epsilon$-greedy,epsilon,-7,3.9833605
sample average $\epsilon$-greedy,epsilon,-7,7.340375
sample average $\epsilon$-greedy,epsilon,-7,4.0353885
sample average $\epsilon$-greedy,epsilon,-7,4.025895
sample average $\epsilon$-greedy,epsilon,-7,5.7026343
sample average $\epsilon$-greedy,epsilon,-7,5.6920877
sample average $\epsilon$-greedy,epsilon,-7,7.0977225
sample average $\epsilon$-greedy,epsilon,-7,5.9855523
sample average $\epsilon$-greedy,epsilon,-7,3.356192
sample average $\epsilon$-greedy,epsilon,-7,3.9122868
sample average $\epsilon$-greedy,epsilon,-7,1.257892
sample average $\epsilon$-greedy,epsilon,-7,3.3956246
sample average $\epsilon$-greedy,epsilon,-7,2.0493388
sample average $\epsilon$-greedy,epsilon,-7,6.737327
sample average $\epsilon$-greedy,epsilon,-7,5.5775714
sample average $\epsilon$-greedy,epsilon,-7,3.080587
sample average $\epsilon$-greedy,epsilon,-7,6.2801576
sample average $\epsilon$-greedy,epsilon,-7,3.1977856
sample average $\epsilon$-greedy,epsilon,-7,1.0297325
sample average $\epsilon$-greedy,epsilon,-7,2.7513196
sample average $\epsilon$-greedy,epsilon,-7,4.191002
sample average $\epsilon$-greedy,epsilon,-7,4.7707267
sample average $\epsilon$-greedy,epsilon,-7,6.0277576
sample average $\epsilon$-greedy,epsilon,-7,5.016434
sample average $\epsilon$-greedy,epsilon,-7,2.2713656
sample average $\epsilon$-greedy,epsilon,-7,3.5433457
sample average $\epsilon$-greedy,epsilon,-7,3.0206163
sample average $\epsilon$-greedy,epsilon,-7,4.3233533
sample average $\epsilon$-greedy,epsilon,-7,3.5992274
sample average $\epsilon$-greedy,epsilon,-7,3.1363368
sample average $\epsilon$-greedy,epsilon,-7,2.740498
sample average $\epsilon$-greedy,epsilon,-7,3.2691076
sample average $\epsilon$-greedy,epsilon,-7,4.8988867
sample average $\epsilon$-greedy,epsilon,-7,0.27018574
sample average $\epsilon$-greedy,epsilon,-7,5.246747
sample average $\epsilon$-greedy,epsilon,-7,2.402875
sample average $\epsilon$-greedy,epsilon,-7,7.316169
sample average $\epsilon$-greedy,epsilon,-7,4.2353983
sample average $\epsilon$-greedy,epsilon,-7,4.6590796
sample average $\epsilon$-greedy,epsilon,-7,2.0518887
sample average $\epsilon$-greedy,epsilon,-7,2.4362452
sample average $\epsilon$-greedy,epsilon,-7,1.2986331
sample average $\epsilon$-greedy,epsilon,-7,10.1400385
sample average $\epsilon$-greedy,epsilon,-7,2.2832556
sample average $\epsilon$-greedy,epsilon,-7,-0.38261628
sample average $\epsilon$-greedy,epsilon,-7,5.480885
sample average $\epsilon$-greedy,epsilon,-7,5.2674937
sample average $\epsilon$-greedy,epsilon,-7,4.6824217
sample average $\epsilon$-greedy,epsilon,-7,3.9911597
sample average $\epsilon$-greedy,epsilon,-7,6.2184463
sample average $\epsilon$-greedy,epsilon,-7,2.5598814
sample average $\epsilon$-greedy,epsilon,-7,1.8264903
sample average $\epsilon$-greedy,epsilon,-7,2.7974331
sample average $\epsilon$-greedy,epsilon,-7,2.875809
sample average $\epsilon$-greedy,epsilon,-7,4.2678714
sample average $\epsilon$-greedy,epsilon,-7,1.4009264
sample average $\epsilon$-greedy,epsilon,-7,5.421639
sample average $\epsilon$-greedy,epsilon,-7,10.261237
sample average $\epsilon$-greedy,epsilon,-7,0.61537915
sample average $\epsilon$-greedy,epsilon,-7,3.4547262
sample average $\epsilon$-greedy,epsilon,-7,2.8944993
sample average $\epsilon$-greedy,epsilon,-7,1.6398501
sample average $\epsilon$-greedy,epsilon,-7,7.1969385
sample average $\epsilon$-greedy,epsilon,-7,3.70986
sample average $\epsilon$-greedy,epsilon,-7,3.4502203
sample average $\epsilon$-greedy,epsilon,-7,5.877039
sample average $\epsilon$-greedy,epsilon,-7,3.0104184
sample average $\epsilon$-greedy,epsilon,-7,5.256216
sample average $\epsilon$-greedy,epsilon,-7,7.59871
sample average $\epsilon$-greedy,epsilon,-7,7.8118324
sample average $\epsilon$-greedy,epsilon,-7,3.8759818
sample average $\epsilon$-greedy,epsilon,-7,2.8197594
sample average $\epsilon$-greedy,epsilon,-7,9.07081
sample average $\epsilon$-greedy,epsilon,-7,5.234885
sample average $\epsilon$-greedy,epsilon,-7,4.494756
sample average $\epsilon$-greedy,epsilon,-7,6.946095
sample average $\epsilon$-greedy,epsilon,-7,3.179947
sample average $\epsilon$-greedy,epsilon,-7,4.8763494
sample average $\epsilon$-greedy,epsilon,-7,5.1096845
sample average $\epsilon$-greedy,epsilon,-7,4.5652456
sample average $\epsilon$-greedy,epsilon,-7,4.032145
sample average $\epsilon$-greedy,epsilon,-7,4.9299603
sample average $\epsilon$-greedy,epsilon,-7,11.569012
sample average $\epsilon$-greedy,epsilon,-7,3.8971012
sample average $\epsilon$-greedy,epsilon,-7,3.4706852
sample average $\epsilon$-greedy,epsilon,-7,6.0878906
sample average $\epsilon$-greedy,epsilon,-7,3.394713
sample average $\epsilon$-greedy,epsilon,-7,4.498031
sample average $\epsilon$-greedy,epsilon,-7,5.6778207
sample average $\epsilon$-greedy,epsilon,-7,2.9738007
sample average $\epsilon$-greedy,epsilon,-7,3.2790935
sample average $\epsilon$-greedy,epsilon,-7,6.2370777
sample average $\epsilon$-greedy,epsilon,-7,4.8675194
sample average $\epsilon$-greedy,epsilon,-7,1.8545069
sample average $\epsilon$-greedy,epsilon,-7,3.9118376
sample average $\epsilon$-greedy,epsilon,-7,2.8090365
sample average $\epsilon$-greedy,epsilon,-7,4.1562123
sample average $\epsilon$-greedy,epsilon,-7,1.98994
sample average $\epsilon$-greedy,epsilon,-7,4.752766
sample average $\epsilon$-greedy,epsilon,-7,5.5912533
sample average $\epsilon$-greedy,epsilon,-7,8.835485
sample average $\epsilon$-greedy,epsilon,-7,6.976444
sample average $\epsilon$-greedy,epsilon,-7,5.3488526
sample average $\epsilon$-greedy,epsilon,-7,3.7265735
sample average $\epsilon$-greedy,epsilon,-7,3.3045838
sample average $\epsilon$-greedy,epsilon,-7,2.380014
sample average $\epsilon$-greedy,epsilon,-7,6.01771
sample average $\epsilon$-greedy,epsilon,-7,3.9842024
sample average $\epsilon$-greedy,epsilon,-7,5.154926
sample average $\epsilon$-greedy,epsilon,-7,8.551431
sample average $\epsilon$-greedy,epsilon,-7,6.510466
sample average $\epsilon$-greedy,epsilon,-7,4.4815083
sample average $\epsilon$-greedy,epsilon,-7,1.9241022
sample average $\epsilon$-greedy,epsilon,-7,2.3032963
sample average $\epsilon$-greedy,epsilon,-7,5.016999
sample average $\epsilon$-greedy,epsilon,-7,7.779699
sample average $\epsilon$-greedy,epsilon,-7,3.626087
sample average $\epsilon$-greedy,epsilon,-7,2.083728
sample average $\epsilon$-greedy,epsilon,-7,2.7430255
sample average $\epsilon$-greedy,epsilon,-7,2.1375387
sample average $\epsilon$-greedy,epsilon,-7,4.1924033
sample average $\epsilon$-greedy,epsilon,-7,5.920255
sample average $\epsilon$-greedy,epsilon,-7,0.74991155
sample average $\epsilon$-greedy,epsilon,-7,10.014714
sample average $\epsilon$-greedy,epsilon,-7,5.8052464
sample average $\epsilon$-greedy,epsilon,-7,0.8630117
sample average $\epsilon$-greedy,epsilon,-7,8.166916
sample average $\epsilon$-greedy,epsilon,-7,6.831476
sample average $\epsilon$-greedy,epsilon,-7,4.1864495
sample average $\epsilon$-greedy,epsilon,-7,-0.39395607
sample average $\epsilon$-greedy,epsilon,-7,3.8753738
sample average $\epsilon$-greedy,epsilon,-7,5.630429
sample average $\epsilon$-greedy,epsilon,-7,5.2413607
sample average $\epsilon$-greedy,epsilon,-7,3.3175225
sample average $\epsilon$-greedy,epsilon,-7,2.947755
sample average $\epsilon$-greedy,epsilon,-7,7.983395
sample average $\epsilon$-greedy,epsilon,-7,3.1734037
sample average $\epsilon$-greedy,epsilon,-7,1.6227287
sample average $\epsilon$-greedy,epsilon,-7,5.421434
sample average $\epsilon$-greedy,epsilon,-7,1.7683436
sample average $\epsilon$-greedy,epsilon,-6,4.4776917
sample average $\epsilon$-greedy,epsilon,-6,5.33712
sample average $\epsilon$-greedy,epsilon,-6,7.332426
sample average $\epsilon$-greedy,epsilon,-6,1.208555
sample average $\epsilon$-greedy,epsilon,-6,5.8960323
sample average $\epsilon$-greedy,epsilon,-6,2.98412
sample average $\epsilon$-greedy,epsilon,-6,4.352398
sample average $\epsilon$-greedy,epsilon,-6,5.4197335
sample average $\epsilon$-greedy,epsilon,-6,6.771951
sample average $\epsilon$-greedy,epsilon,-6,0.9698694
sample average $\epsilon$-greedy,epsilon,-6,1.5497506
sample average $\epsilon$-greedy,epsilon,-6,2.5470436
sample average $\epsilon$-greedy,epsilon,-6,0.5600951
sample average $\epsilon$-greedy,epsilon,-6,5.262935
sample average $\epsilon$-greedy,epsilon,-6,2.1780412
sample average $\epsilon$-greedy,epsilon,-6,6.04404
sample average $\epsilon$-greedy,epsilon,-6,4.114844
sample average $\epsilon$-greedy,epsilon,-6,0.44835952
sample average $\epsilon$-greedy,epsilon,-6,6.7392087
sample average $\epsilon$-greedy,epsilon,-6,0.076256484
sample average $\epsilon$-greedy,epsilon,-6,4.8217993
sample average $\epsilon$-greedy,epsilon,-6,5.055272
sample average $\epsilon$-greedy,epsilon,-6,0.3752087
sample average $\epsilon$-greedy,epsilon,-6,5.921165
sample average $\epsilon$-greedy,epsilon,-6,1.2355107
sample average $\epsilon$-greedy,epsilon,-6,9.629176
sample average $\epsilon$-greedy,epsilon,-6,3.4188612
sample average $\epsilon$-greedy,epsilon,-6,4.013787
sample average $\epsilon$-greedy,epsilon,-6,4.8998933
sample average $\epsilon$-greedy,epsilon,-6,5.8051376
sample average $\epsilon$-greedy,epsilon,-6,7.9141836
sample average $\epsilon$-greedy,epsilon,-6,3.0118961
sample average $\epsilon$-greedy,epsilon,-6,4.0920033
sample average $\epsilon$-greedy,epsilon,-6,5.12259
sample average $\epsilon$-greedy,epsilon,-6,6.367324
sample average $\epsilon$-greedy,epsilon,-6,3.2270746
sample average $\epsilon$-greedy,epsilon,-6,6.513903
sample average $\epsilon$-greedy,epsilon,-6,3.293574
sample average $\epsilon$-greedy,epsilon,-6,5.9241295
sample average $\epsilon$-greedy,epsilon,-6,8.571946
sample average $\epsilon$-greedy,epsilon,-6,2.8685348
sample average $\epsilon$-greedy,epsilon,-6,2.192375
sample average $\epsilon$-greedy,epsilon,-6,1.7251204
sample average $\epsilon$-greedy,epsilon,-6,2.2484143
sample average $\epsilon$-greedy,epsilon,-6,0.64517134
sample average $\epsilon$-greedy,epsilon,-6,1.6643296
sample average $\epsilon$-greedy,epsilon,-6,4.3651667
sample average $\epsilon$-greedy,epsilon,-6,3.907662
sample average $\epsilon$-greedy,epsilon,-6,5.507714
sample average $\epsilon$-greedy,epsilon,-6,4.442765
sample average $\epsilon$-greedy,epsilon,-6,3.142805
sample average $\epsilon$-greedy,epsilon,-6,3.1926534
sample average $\epsilon$-greedy,epsilon,-6,1.6799866
sample average $\epsilon$-greedy,epsilon,-6,5.9985538
sample average $\epsilon$-greedy,epsilon,-6,5.7078986
sample average $\epsilon$-greedy,epsilon,-6,8.583379
sample average $\epsilon$-greedy,epsilon,-6,5.372015
sample average $\epsilon$-greedy,epsilon,-6,2.9605262
sample average $\epsilon$-greedy,epsilon,-6,5.4160814
sample average $\epsilon$-greedy,epsilon,-6,3.1180844
sample average $\epsilon$-greedy,epsilon,-6,3.3325403
sample average $\epsilon$-greedy,epsilon,-6,9.1493025
sample average $\epsilon$-greedy,epsilon,-6,10.656117
sample average $\epsilon$-greedy,epsilon,-6,5.9604006
sample average $\epsilon$-greedy,epsilon,-6,3.1724796
sample average $\epsilon$-greedy,epsilon,-6,5.399671
sample average $\epsilon$-greedy,epsilon,-6,6.907044
sample average $\epsilon$-greedy,epsilon,-6,5.4384937
sample average $\epsilon$-greedy,epsilon,-6,1.79363
sample average $\epsilon$-greedy,epsilon,-6,2.738301
sample average $\epsilon$-greedy,epsilon,-6,5.6521974
sample average $\epsilon$-greedy,epsilon,-6,3.769492
sample average $\epsilon$-greedy,epsilon,-6,6.2114115
sample average $\epsilon$-greedy,epsilon,-6,4.623326
sample average $\epsilon$-greedy,epsilon,-6,6.130508
sample average $\epsilon$-greedy,epsilon,-6,3.4875107
sample average $\epsilon$-greedy,epsilon,-6,6.9164014
sample average $\epsilon$-greedy,epsilon,-6,3.6224563
sample average $\epsilon$-greedy,epsilon,-6,5.465922
sample average $\epsilon$-greedy,epsilon,-6,3.525918
sample average $\epsilon$-greedy,epsilon,-6,4.681159
sample average $\epsilon$-greedy,epsilon,-6,2.3340993
sample average $\epsilon$-greedy,epsilon,-6,3.691882
sample average $\epsilon$-greedy,epsilon,-6,6.24472
sample average $\epsilon$-greedy,epsilon,-6,3.9793594
sample average $\epsilon$-greedy,epsilon,-6,4.966564
sample average $\epsilon$-greedy,epsilon,-6,5.2850595
sample average $\epsilon$-greedy,epsilon,-6,4.918966
sample average $\epsilon$-greedy,epsilon,-6,4.0240088
sample average $\epsilon$-greedy,epsilon,-6,3.8106859
sample average $\epsilon$-greedy,epsilon,-6,8.686978
sample average $\epsilon$-greedy,epsilon,-6,7.113174
sample average $\epsilon$-greedy,epsilon,-6,2.094599
sample average $\epsilon$-greedy,epsilon,-6,4.5092793
sample average $\epsilon$-greedy,epsilon,-6,5.6065507
sample average $\epsilon$-greedy,epsilon,-6,5.0897036
sample average $\epsilon$-greedy,epsilon,-6,0.45420682
sample average $\epsilon$-greedy,epsilon,-6,4.450659
sample average $\epsilon$-greedy,epsilon,-6,1.5610425
sample average $\epsilon$-greedy,epsilon,-6,6.6755786
sample average $\epsilon$-greedy,epsilon,-6,2.843172
sample average $\epsilon$-greedy,epsilon,-6,2.9165735
sample average $\epsilon$-greedy,epsilon,-6,5.194176
sample average $\epsilon$-greedy,epsilon,-6,2.6047454
sample average $\epsilon$-greedy,epsilon,-6,4.6281404
sample average $\epsilon$-greedy,epsilon,-6,3.6376348
sample average $\epsilon$-greedy,epsilon,-6,2.4792113
sample average $\epsilon$-greedy,epsilon,-6,6.78519
sample average $\epsilon$-greedy,epsilon,-6,7.2383175
sample average $\epsilon$-greedy,epsilon,-6,4.483076
sample average $\epsilon$-greedy,epsilon,-6,8.089075
sample average $\epsilon$-greedy,epsilon,-6,2.6902041
sample average $\epsilon$-greedy,epsilon,-6,5.230103
sample average $\epsilon$-greedy,epsilon,-6,6.199975
sample average $\epsilon$-greedy,epsilon,-6,4.1613636
sample average $\epsilon$-greedy,epsilon,-6,8.606324
sample average $\epsilon$-greedy,epsilon,-6,0.665425
sample average $\epsilon$-greedy,epsilon,-6,7.775457
sample average $\epsilon$-greedy,epsilon,-6,3.4295769
sample average $\epsilon$-greedy,epsilon,-6,3.7283716
sample average $\epsilon$-greedy,epsilon,-6,6.1000495
sample average $\epsilon$-greedy,epsilon,-6,3.3250475
sample average $\epsilon$-greedy,epsilon,-6,4.547895
sample average $\epsilon$-greedy,epsilon,-6,3.5902514
sample average $\epsilon$-greedy,epsilon,-6,1.9566133
sample average $\epsilon$-greedy,epsilon,-6,7.0151176
sample average $\epsilon$-greedy,epsilon,-6,4.8362136
sample average $\epsilon$-greedy,epsilon,-6,5.3783507
sample average $\epsilon$-greedy,epsilon,-6,3.2215335
sample average $\epsilon$-greedy,epsilon,-6,4.94446
sample average $\epsilon$-greedy,epsilon,-6,3.804293
sample average $\epsilon$-greedy,epsilon,-6,4.7219625
sample average $\epsilon$-greedy,epsilon,-6,1.9208485
sample average $\epsilon$-greedy,epsilon,-6,6.9287014
sample average $\epsilon$-greedy,epsilon,-6,2.9507806
sample average $\epsilon$-greedy,epsilon,-6,2.6023571
sample average $\epsilon$-greedy,epsilon,-6,2.2985563
sample average $\epsilon$-greedy,epsilon,-6,7.1195545
sample average $\epsilon$-greedy,epsilon,-6,4.1257243
sample average $\epsilon$-greedy,epsilon,-6,3.002855
sample average $\epsilon$-greedy,epsilon,-6,5.1588984
sample average $\epsilon$-greedy,epsilon,-6,1.1896524
sample average $\epsilon$-greedy,epsilon,-6,6.0912676
sample average $\epsilon$-greedy,epsilon,-6,6.3489037
sample average $\epsilon$-greedy,epsilon,-6,3.981281
sample average $\epsilon$-greedy,epsilon,-6,1.6398095
sample average $\epsilon$-greedy,epsilon,-6,0.84027773
sample average $\epsilon$-greedy,epsilon,-6,4.860449
sample average $\epsilon$-greedy,epsilon,-6,7.2444243
sample average $\epsilon$-greedy,epsilon,-6,7.0839844
sample average $\epsilon$-greedy,epsilon,-6,2.2674785
sample average $\epsilon$-greedy,epsilon,-6,2.5796292
sample average $\epsilon$-greedy,epsilon,-6,4.811331
sample average $\epsilon$-greedy,epsilon,-6,7.625306
sample average $\epsilon$-greedy,epsilon,-6,2.0250578
sample average $\epsilon$-greedy,epsilon,-6,5.13241
sample average $\epsilon$-greedy,epsilon,-6,10.311007
sample average $\epsilon$-greedy,epsilon,-6,5.302928
sample average $\epsilon$-greedy,epsilon,-6,7.4051523
sample average $\epsilon$-greedy,epsilon,-6,6.6790934
sample average $\epsilon$-greedy,epsilon,-6,1.539149
sample average $\epsilon$-greedy,epsilon,-6,1.7664165
sample average $\epsilon$-greedy,epsilon,-6,7.1296387
sample average $\epsilon$-greedy,epsilon,-6,3.2245393
sample average $\epsilon$-greedy,epsilon,-6,5.0990114
sample average $\epsilon$-greedy,epsilon,-6,3.0828972
sample average $\epsilon$-greedy,epsilon,-6,4.968877
sample average $\epsilon$-greedy,epsilon,-6,5.637606
sample average $\epsilon$-greedy,epsilon,-6,3.7283857
sample average $\epsilon$-greedy,epsilon,-6,2.5299897
sample average $\epsilon$-greedy,epsilon,-6,5.915705
sample average $\epsilon$-greedy,epsilon,-6,2.7941957
sample average $\epsilon$-greedy,epsilon,-6,4.527442
sample average $\epsilon$-greedy,epsilon,-6,3.2126482
sample average $\epsilon$-greedy,epsilon,-6,5.486022
sample average $\epsilon$-greedy,epsilon,-6,3.4732285
sample average $\epsilon$-greedy,epsilon,-6,7.11816
sample average $\epsilon$-greedy,epsilon,-6,3.669125
sample average $\epsilon$-greedy,epsilon,-6,10.320009
sample average $\epsilon$-greedy,epsilon,-6,0.23123042
sample average $\epsilon$-greedy,epsilon,-6,4.910123
sample average $\epsilon$-greedy,epsilon,-6,3.6100378
sample average $\epsilon$-greedy,epsilon,-6,4.3112855
sample average $\epsilon$-greedy,epsilon,-6,3.9119143
sample average $\epsilon$-greedy,epsilon,-6,1.7258333
sample average $\epsilon$-greedy,epsilon,-6,5.178298
sample average $\epsilon$-greedy,epsilon,-6,1.9907734
sample average $\epsilon$-greedy,epsilon,-6,2.6548874
sample average $\epsilon$-greedy,epsilon,-6,2.29049
sample average $\epsilon$-greedy,epsilon,-6,2.8026848
sample average $\epsilon$-greedy,epsilon,-6,0.5075132
sample average $\epsilon$-greedy,epsilon,-6,3.8866544
sample average $\epsilon$-greedy,epsilon,-6,4.598364
sample average $\epsilon$-greedy,epsilon,-6,2.1098452
sample average $\epsilon$-greedy,epsilon,-6,3.4130087
sample average $\epsilon$-greedy,epsilon,-6,1.7316288
sample average $\epsilon$-greedy,epsilon,-6,7.6343374
sample average $\epsilon$-greedy,epsilon,-6,1.5192913
sample average $\epsilon$-greedy,epsilon,-6,2.3560972
sample average $\epsilon$-greedy,epsilon,-6,3.7925189
sample average $\epsilon$-greedy,epsilon,-6,8.156733
sample average $\epsilon$-greedy,epsilon,-6,6.8620214
sample average $\epsilon$-greedy,epsilon,-6,7.2470636
sample average $\epsilon$-greedy,epsilon,-6,6.876137
sample average $\epsilon$-greedy,epsilon,-6,3.979642
sample average $\epsilon$-greedy,epsilon,-6,0.7173859
sample average $\epsilon$-greedy,epsilon,-6,3.3368828
sample average $\epsilon$-greedy,epsilon,-6,1.2501831
sample average $\epsilon$-greedy,epsilon,-6,1.7979201
sample average $\epsilon$-greedy,epsilon,-6,5.027637
sample average $\epsilon$-greedy,epsilon,-6,7.6707225
sample average $\epsilon$-greedy,epsilon,-6,2.3264968
sample average $\epsilon$-greedy,epsilon,-6,0.6594846
sample average $\epsilon$-greedy,epsilon,-6,4.8003
sample average $\epsilon$-greedy,epsilon,-6,2.2368615
sample average $\epsilon$-greedy,epsilon,-6,4.4120584
sample average $\epsilon$-greedy,epsilon,-6,6.95059
sample average $\epsilon$-greedy,epsilon,-6,4.671141
sample average $\epsilon$-greedy,epsilon,-6,9.832473
sample average $\epsilon$-greedy,epsilon,-6,6.3092456
sample average $\epsilon$-greedy,epsilon,-6,3.192944
sample average $\epsilon$-greedy,epsilon,-6,2.9653745
sample average $\epsilon$-greedy,epsilon,-6,4.718467
sample average $\epsilon$-greedy,epsilon,-6,8.190504
sample average $\epsilon$-greedy,epsilon,-6,2.8368118
sample average $\epsilon$-greedy,epsilon,-6,7.7148314
sample average $\epsilon$-greedy,epsilon,-6,4.5929103
sample average $\epsilon$-greedy,epsilon,-6,2.5281053
sample average $\epsilon$-greedy,epsilon,-6,3.5609272
sample average $\epsilon$-greedy,epsilon,-6,7.268556
sample average $\epsilon$-greedy,epsilon,-6,4.796043
sample average $\epsilon$-greedy,epsilon,-6,5.306715
sample average $\epsilon$-greedy,epsilon,-6,2.414023
sample average $\epsilon$-greedy,epsilon,-6,8.126711
sample average $\epsilon$-greedy,epsilon,-6,2.367765
sample average $\epsilon$-greedy,epsilon,-6,6.485374
sample average $\epsilon$-greedy,epsilon,-6,3.6451132
sample average $\epsilon$-greedy,epsilon,-6,5.1780725
sample average $\epsilon$-greedy,epsilon,-6,3.058828
sample average $\epsilon$-greedy,epsilon,-6,1.7220885
sample average $\epsilon$-greedy,epsilon,-6,5.5421114
sample average $\epsilon$-greedy,epsilon,-6,2.9336812
sample average $\epsilon$-greedy,epsilon,-6,4.2696323
sample average $\epsilon$-greedy,epsilon,-6,8.014431
sample average $\epsilon$-greedy,epsilon,-6,1.8568707
sample average $\epsilon$-greedy,epsilon,-6,8.375407
sample average $\epsilon$-greedy,epsilon,-6,4.7199883
sample average $\epsilon$-greedy,epsilon,-6,5.5976577
sample average $\epsilon$-greedy,epsilon,-6,4.5280304
sample average $\epsilon$-greedy,epsilon,-6,2.1394994
sample average $\epsilon$-greedy,epsilon,-6,-1.5186024
sample average $\epsilon$-greedy,epsilon,-6,4.5905676
sample average $\epsilon$-greedy,epsilon,-6,2.5233824
sample average $\epsilon$-greedy,epsilon,-6,5.268232
sample average $\epsilon$-greedy,epsilon,-6,4.553529
sample average $\epsilon$-greedy,epsilon,-6,1.2914845
sample average $\epsilon$-greedy,epsilon,-6,4.4184365
sample average $\epsilon$-greedy,epsilon,-6,4.122783
sample average $\epsilon$-greedy,epsilon,-6,7.4595594
sample average $\epsilon$-greedy,epsilon,-6,5.163187
sample average $\epsilon$-greedy,epsilon,-6,1.7459681
sample average $\epsilon$-greedy,epsilon,-6,1.9917006
sample average $\epsilon$-greedy,epsilon,-6,5.266911
sample average $\epsilon$-greedy,epsilon,-6,4.0918264
sample average $\epsilon$-greedy,epsilon,-6,4.5458302
sample average $\epsilon$-greedy,epsilon,-6,8.638014
sample average $\epsilon$-greedy,epsilon,-6,2.9092662
sample average $\epsilon$-greedy,epsilon,-6,5.092002
sample average $\epsilon$-greedy,epsilon,-6,4.314995
sample average $\epsilon$-greedy,epsilon,-6,7.8127813
sample average $\epsilon$-greedy,epsilon,-6,3.2117615
sample average $\epsilon$-greedy,epsilon,-6,7.733649
sample average $\epsilon$-greedy,epsilon,-6,3.4924607
sample average $\epsilon$-greedy,epsilon,-6,3.6868043
sample average $\epsilon$-greedy,epsilon,-6,2.4827783
sample average $\epsilon$-greedy,epsilon,-6,6.365914
sample average $\epsilon$-greedy,epsilon,-6,2.947555
sample average $\epsilon$-greedy,epsilon,-6,2.1654022
sample average $\epsilon$-greedy,epsilon,-6,11.134837
sample average $\epsilon$-greedy,epsilon,-6,6.708595
sample average $\epsilon$-greedy,epsilon,-6,1.7284076
sample average $\epsilon$-greedy,epsilon,-6,2.7056856
sample average $\epsilon$-greedy,epsilon,-6,2.1789303
sample average $\epsilon$-greedy,epsilon,-6,5.104593
sample average $\epsilon$-greedy,epsilon,-6,4.4898
sample average $\epsilon$-greedy,epsilon,-6,3.4289224
sample average $\epsilon$-greedy,epsilon,-6,7.1429944
sample average $\epsilon$-greedy,epsilon,-6,10.263768
sample average $\epsilon$-greedy,epsilon,-6,0.8868996
sample average $\epsilon$-greedy,epsilon,-6,4.998798
sample average $\epsilon$-greedy,epsilon,-6,0.5240429
sample average $\epsilon$-greedy,epsilon,-6,2.2404766
sample average $\epsilon$-greedy,epsilon,-6,4.434744
sample average $\epsilon$-greedy,epsilon,-6,4.65472
sample average $\epsilon$-greedy,epsilon,-6,3.1770623
sample average $\epsilon$-greedy,epsilon,-6,8.795931
sample average $\epsilon$-greedy,epsilon,-6,5.185687
sample average $\epsilon$-greedy,epsilon,-6,10.839535
sample average $\epsilon$-greedy,epsilon,-6,1.897216
sample average $\epsilon$-greedy,epsilon,-6,3.6020284
sample average $\epsilon$-greedy,epsilon,-6,0.7081589
sample average $\epsilon$-greedy,epsilon,-6,1.077638
sample average $\epsilon$-greedy,epsilon,-6,4.6702194
sample average $\epsilon$-greedy,epsilon,-6,1.5205454
sample average $\epsilon$-greedy,epsilon,-6,2.7633328
sample average $\epsilon$-greedy,epsilon,-6,5.4724917
sample average $\epsilon$-greedy,epsilon,-6,6.2056627
sample average $\epsilon$-greedy,epsilon,-6,2.5980408
sample average $\epsilon$-greedy,epsilon,-6,2.3815355
sample average $\epsilon$-greedy,epsilon,-6,4.030715
sample average $\epsilon$-greedy,epsilon,-6,5.9833636
